case_id,dv,set,family,index,cell_id,level_id,rep,spawn_key,r_seed,split,shard,nbar,mu,s,mu1,mu2,s2,rho,tau,gamma,sigma2,sp,kappa,sigma,sigma1,lam_p,R,beta,mu_log,s_abs,grid_M,delta_tilde,tau_K,tau_K2,prior_tries
dv3-train-poisson-005236,3,train,poisson,5236,,,,3:0:0:5236,,train,10,432.77058841650637,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005237,3,train,poisson,5237,,,,3:0:0:5237,,train,10,233.00602048826406,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005238,3,train,poisson,5238,,,,3:0:0:5238,,train,10,396.8738880640271,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005239,3,train,poisson,5239,,,,3:0:0:5239,,train,10,119.33660388180274,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005240,3,train,poisson,5240,,,,3:0:0:5240,,train,10,469.0973039294642,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005241,3,train,poisson,5241,,,,3:0:0:5241,,train,10,491.7394448543318,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005242,3,train,poisson,5242,,,,3:0:0:5242,,train,10,768.7941180090551,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005243,3,train,poisson,5243,,,,3:0:0:5243,,train,10,293.5456108819688,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005244,3,train,poisson,5244,,,,3:0:0:5244,,train,10,400.36705109502606,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005245,3,train,poisson,5245,,,,3:0:0:5245,,train,10,232.9469698420978,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005246,3,train,poisson,5246,,,,3:0:0:5246,,train,10,245.09004810405025,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005247,3,train,poisson,5247,,,,3:0:0:5247,,train,10,252.83113665818377,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005248,3,train,poisson,5248,,,,3:0:0:5248,,train,10,722.7284808197805,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005249,3,train,poisson,5249,,,,3:0:0:5249,,train,10,139.53381463192548,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005250,3,train,poisson,5250,,,,3:0:0:5250,,train,10,399.6409547053574,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005251,3,train,poisson,5251,,,,3:0:0:5251,,train,10,280.91311389104015,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005252,3,train,poisson,5252,,,,3:0:0:5252,,train,10,255.35414238414754,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005253,3,train,poisson,5253,,,,3:0:0:5253,,train,10,796.2993161488118,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005254,3,train,poisson,5254,,,,3:0:0:5254,,train,10,714.9627459073987,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005255,3,train,poisson,5255,,,,3:0:0:5255,,train,10,728.3548897038264,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005256,3,train,poisson,5256,,,,3:0:0:5256,,train,10,155.83206781158938,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005257,3,train,poisson,5257,,,,3:0:0:5257,,train,10,147.77131117571375,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005258,3,train,poisson,5258,,,,3:0:0:5258,,train,10,322.43420363366715,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005259,3,train,poisson,5259,,,,3:0:0:5259,,train,10,505.1481645657287,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005260,3,train,poisson,5260,,,,3:0:0:5260,,train,10,442.25299359635846,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005261,3,train,poisson,5261,,,,3:0:0:5261,,train,10,335.5093577467488,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005262,3,train,poisson,5262,,,,3:0:0:5262,,train,10,422.14022038316904,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005263,3,train,poisson,5263,,,,3:0:0:5263,,train,10,515.6871717427022,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005264,3,train,poisson,5264,,,,3:0:0:5264,,train,10,203.99349210756492,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005265,3,train,poisson,5265,,,,3:0:0:5265,,train,10,124.08730038563924,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005266,3,train,poisson,5266,,,,3:0:0:5266,,train,10,602.0182523587694,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005267,3,train,poisson,5267,,,,3:0:0:5267,,train,10,322.8363836824466,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005268,3,train,poisson,5268,,,,3:0:0:5268,,train,10,627.2790441605031,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005269,3,train,poisson,5269,,,,3:0:0:5269,,train,10,200.3203407262368,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005270,3,train,poisson,5270,,,,3:0:0:5270,,train,10,389.5231136006819,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005271,3,train,poisson,5271,,,,3:0:0:5271,,train,10,124.0055214007683,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005272,3,train,poisson,5272,,,,3:0:0:5272,,train,10,116.09124041700466,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005273,3,train,poisson,5273,,,,3:0:0:5273,,train,10,477.4348441769094,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005274,3,train,poisson,5274,,,,3:0:0:5274,,train,10,384.637476030449,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005275,3,train,poisson,5275,,,,3:0:0:5275,,train,10,339.5239243592755,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005276,3,train,poisson,5276,,,,3:0:0:5276,,train,10,109.26547969374154,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005277,3,train,poisson,5277,,,,3:0:0:5277,,train,10,377.0763287353192,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005278,3,train,poisson,5278,,,,3:0:0:5278,,train,10,103.34226120527931,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005279,3,train,poisson,5279,,,,3:0:0:5279,,train,10,313.26578984963396,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005280,3,train,poisson,5280,,,,3:0:0:5280,,train,10,225.6494053340614,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005281,3,train,poisson,5281,,,,3:0:0:5281,,train,10,123.9948141755119,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005282,3,train,poisson,5282,,,,3:0:0:5282,,train,10,401.3522518173689,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005283,3,train,poisson,5283,,,,3:0:0:5283,,train,10,330.35657882232294,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005284,3,train,poisson,5284,,,,3:0:0:5284,,train,10,262.5705925054953,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005285,3,train,poisson,5285,,,,3:0:0:5285,,train,10,439.04196535056997,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005286,3,train,poisson,5286,,,,3:0:0:5286,,train,10,185.4128814353334,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005287,3,train,poisson,5287,,,,3:0:0:5287,,train,10,250.97398973024957,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005288,3,train,poisson,5288,,,,3:0:0:5288,,train,10,414.75080680890795,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005289,3,train,poisson,5289,,,,3:0:0:5289,,train,10,272.7014845444174,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005290,3,train,poisson,5290,,,,3:0:0:5290,,train,10,163.70875173561157,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005291,3,train,poisson,5291,,,,3:0:0:5291,,train,10,138.91330414472657,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005292,3,train,poisson,5292,,,,3:0:0:5292,,train,10,558.6192974699374,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005293,3,train,poisson,5293,,,,3:0:0:5293,,train,10,115.16588453308844,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005294,3,train,poisson,5294,,,,3:0:0:5294,,train,10,202.82667212717183,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005295,3,train,poisson,5295,,,,3:0:0:5295,,train,10,186.11678424598054,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005296,3,train,poisson,5296,,,,3:0:0:5296,,train,10,699.4932341637015,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005297,3,train,poisson,5297,,,,3:0:0:5297,,train,10,237.90358211264277,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005298,3,train,poisson,5298,,,,3:0:0:5298,,train,10,124.56980436314262,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005299,3,train,poisson,5299,,,,3:0:0:5299,,train,10,262.64032456049307,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005300,3,train,poisson,5300,,,,3:0:0:5300,,train,10,137.34450115021644,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005301,3,train,poisson,5301,,,,3:0:0:5301,,train,10,144.8841935617482,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005302,3,train,poisson,5302,,,,3:0:0:5302,,train,10,187.40282773139734,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005303,3,train,poisson,5303,,,,3:0:0:5303,,train,10,294.96649806923625,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005304,3,train,poisson,5304,,,,3:0:0:5304,,train,10,317.1396096556349,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005305,3,train,poisson,5305,,,,3:0:0:5305,,train,10,174.85823925255167,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005306,3,train,poisson,5306,,,,3:0:0:5306,,train,10,791.9168812325015,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005307,3,train,poisson,5307,,,,3:0:0:5307,,train,10,561.5270420882505,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005308,3,train,poisson,5308,,,,3:0:0:5308,,train,10,143.2006246580031,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005309,3,train,poisson,5309,,,,3:0:0:5309,,train,10,199.77928332487386,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005310,3,train,poisson,5310,,,,3:0:0:5310,,train,10,110.96277779819346,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005311,3,train,poisson,5311,,,,3:0:0:5311,,train,10,201.94986699446792,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005312,3,train,poisson,5312,,,,3:0:0:5312,,train,10,600.4442628799562,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005313,3,train,poisson,5313,,,,3:0:0:5313,,train,10,215.31707151756243,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005314,3,train,poisson,5314,,,,3:0:0:5314,,train,10,115.92724135476928,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005315,3,train,poisson,5315,,,,3:0:0:5315,,train,10,358.34171668923716,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005316,3,train,poisson,5316,,,,3:0:0:5316,,train,10,210.33675669081887,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005317,3,train,poisson,5317,,,,3:0:0:5317,,train,10,249.52233775620397,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005318,3,train,poisson,5318,,,,3:0:0:5318,,train,10,288.0688587059237,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005319,3,train,poisson,5319,,,,3:0:0:5319,,train,10,626.3686786493153,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005320,3,train,poisson,5320,,,,3:0:0:5320,,train,10,422.73449518376276,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005321,3,train,poisson,5321,,,,3:0:0:5321,,train,10,398.48385188457837,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005322,3,train,poisson,5322,,,,3:0:0:5322,,train,10,185.85891560910358,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005323,3,train,poisson,5323,,,,3:0:0:5323,,train,10,182.22690223902956,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005324,3,train,poisson,5324,,,,3:0:0:5324,,train,10,178.50716906587826,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005325,3,train,poisson,5325,,,,3:0:0:5325,,train,10,277.8605596015273,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005326,3,train,poisson,5326,,,,3:0:0:5326,,train,10,168.9606579235846,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005327,3,train,poisson,5327,,,,3:0:0:5327,,train,10,284.0043264465568,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005328,3,train,poisson,5328,,,,3:0:0:5328,,train,10,171.22131520613254,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005329,3,train,poisson,5329,,,,3:0:0:5329,,train,10,623.8271770533881,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005330,3,train,poisson,5330,,,,3:0:0:5330,,train,10,114.24753120169817,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005331,3,train,poisson,5331,,,,3:0:0:5331,,train,10,628.907638670485,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005332,3,train,poisson,5332,,,,3:0:0:5332,,train,10,162.96496100028784,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005333,3,train,poisson,5333,,,,3:0:0:5333,,train,10,197.69590369613772,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005334,3,train,poisson,5334,,,,3:0:0:5334,,train,10,190.71998115879487,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005335,3,train,poisson,5335,,,,3:0:0:5335,,train,10,264.50581365098594,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005336,3,train,poisson,5336,,,,3:0:0:5336,,train,10,361.809876781896,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005337,3,train,poisson,5337,,,,3:0:0:5337,,train,10,520.4730519111498,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005338,3,train,poisson,5338,,,,3:0:0:5338,,train,10,288.08200170834135,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005339,3,train,poisson,5339,,,,3:0:0:5339,,train,10,104.72255725173538,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005340,3,train,poisson,5340,,,,3:0:0:5340,,train,10,167.6867755064085,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005341,3,train,poisson,5341,,,,3:0:0:5341,,train,10,695.0783003510221,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005342,3,train,poisson,5342,,,,3:0:0:5342,,train,10,223.34871631707082,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005343,3,train,poisson,5343,,,,3:0:0:5343,,train,10,110.7483400145568,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005344,3,train,poisson,5344,,,,3:0:0:5344,,train,10,682.8527853897717,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005345,3,train,poisson,5345,,,,3:0:0:5345,,train,10,101.35991006865194,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005346,3,train,poisson,5346,,,,3:0:0:5346,,train,10,106.78624332850268,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005347,3,train,poisson,5347,,,,3:0:0:5347,,train,10,273.827582771546,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005348,3,train,poisson,5348,,,,3:0:0:5348,,train,10,485.13192162163443,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005349,3,train,poisson,5349,,,,3:0:0:5349,,train,10,110.43483798201599,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005350,3,train,poisson,5350,,,,3:0:0:5350,,train,10,369.9038896340125,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005351,3,train,poisson,5351,,,,3:0:0:5351,,train,10,153.21085557758937,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005352,3,train,poisson,5352,,,,3:0:0:5352,,train,10,303.78606228170986,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005353,3,train,poisson,5353,,,,3:0:0:5353,,train,10,362.4871713562435,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005354,3,train,poisson,5354,,,,3:0:0:5354,,train,10,755.4722998473247,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005355,3,train,poisson,5355,,,,3:0:0:5355,,train,10,155.30911719645678,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005356,3,train,poisson,5356,,,,3:0:0:5356,,train,10,136.81409489269947,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005357,3,train,poisson,5357,,,,3:0:0:5357,,train,10,120.2619543062694,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005358,3,train,poisson,5358,,,,3:0:0:5358,,train,10,416.4609735537349,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005359,3,train,poisson,5359,,,,3:0:0:5359,,train,10,270.29901648923914,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005360,3,train,poisson,5360,,,,3:0:0:5360,,train,10,532.3065543720688,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005361,3,train,poisson,5361,,,,3:0:0:5361,,train,10,540.8127057966436,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005362,3,train,poisson,5362,,,,3:0:0:5362,,train,10,522.1772786106136,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005363,3,train,poisson,5363,,,,3:0:0:5363,,train,10,347.21156534121207,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005364,3,train,poisson,5364,,,,3:0:0:5364,,train,10,607.8979466361791,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005365,3,train,poisson,5365,,,,3:0:0:5365,,train,10,444.5287015205584,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005366,3,train,poisson,5366,,,,3:0:0:5366,,train,10,657.3131182718898,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005367,3,train,poisson,5367,,,,3:0:0:5367,,train,10,154.2206720139951,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005368,3,train,poisson,5368,,,,3:0:0:5368,,train,10,466.6430576022508,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005369,3,train,poisson,5369,,,,3:0:0:5369,,train,10,445.1473539754442,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005370,3,train,poisson,5370,,,,3:0:0:5370,,train,10,668.764147101309,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005371,3,train,poisson,5371,,,,3:0:0:5371,,train,10,312.174196686823,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005372,3,train,poisson,5372,,,,3:0:0:5372,,train,10,488.58901846028766,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005373,3,train,poisson,5373,,,,3:0:0:5373,,train,10,125.71785531496957,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005374,3,train,poisson,5374,,,,3:0:0:5374,,train,10,601.4776395114827,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005375,3,train,poisson,5375,,,,3:0:0:5375,,train,10,720.5379885645018,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005376,3,train,poisson,5376,,,,3:0:0:5376,,train,10,109.48922137303055,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005377,3,train,poisson,5377,,,,3:0:0:5377,,train,10,408.9268091172967,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005378,3,train,poisson,5378,,,,3:0:0:5378,,train,10,679.8378348623729,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005379,3,train,poisson,5379,,,,3:0:0:5379,,train,10,292.9641983146324,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005380,3,train,poisson,5380,,,,3:0:0:5380,,train,10,113.70373597007493,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005381,3,train,poisson,5381,,,,3:0:0:5381,,train,10,431.0209467064272,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005382,3,train,poisson,5382,,,,3:0:0:5382,,train,10,445.07503845085256,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005383,3,train,poisson,5383,,,,3:0:0:5383,,train,10,227.9691166564722,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005384,3,train,poisson,5384,,,,3:0:0:5384,,train,10,457.8064440555942,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005385,3,train,poisson,5385,,,,3:0:0:5385,,train,10,327.666306085999,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005386,3,train,poisson,5386,,,,3:0:0:5386,,train,10,401.26224468255873,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005387,3,train,poisson,5387,,,,3:0:0:5387,,train,10,537.2526577352941,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005388,3,train,poisson,5388,,,,3:0:0:5388,,train,10,110.87003478631053,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005389,3,train,poisson,5389,,,,3:0:0:5389,,train,10,150.3855594012881,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005390,3,train,poisson,5390,,,,3:0:0:5390,,train,10,258.10905678120764,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005391,3,train,poisson,5391,,,,3:0:0:5391,,train,10,271.97282550802174,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005392,3,train,poisson,5392,,,,3:0:0:5392,,train,10,242.4318968029624,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005393,3,train,poisson,5393,,,,3:0:0:5393,,train,10,777.0447145774756,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005394,3,train,poisson,5394,,,,3:0:0:5394,,train,10,480.14569355713854,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005395,3,train,poisson,5395,,,,3:0:0:5395,,train,10,570.6944637088573,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005396,3,train,poisson,5396,,,,3:0:0:5396,,train,10,202.62781598849497,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005397,3,train,poisson,5397,,,,3:0:0:5397,,train,10,186.74413571963427,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005398,3,train,poisson,5398,,,,3:0:0:5398,,train,10,102.45826777514621,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005399,3,train,poisson,5399,,,,3:0:0:5399,,train,10,279.95440725722847,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005400,3,train,poisson,5400,,,,3:0:0:5400,,train,10,410.29257065714023,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005401,3,train,poisson,5401,,,,3:0:0:5401,,train,10,392.3747944717006,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005402,3,train,poisson,5402,,,,3:0:0:5402,,train,10,389.1032994207965,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005403,3,train,poisson,5403,,,,3:0:0:5403,,train,10,557.7453148931289,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005404,3,train,poisson,5404,,,,3:0:0:5404,,train,10,563.1486256357656,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005405,3,train,poisson,5405,,,,3:0:0:5405,,train,10,363.01405632195645,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005406,3,train,poisson,5406,,,,3:0:0:5406,,train,10,502.51846705970013,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005407,3,train,poisson,5407,,,,3:0:0:5407,,train,10,328.0125465038364,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005408,3,train,poisson,5408,,,,3:0:0:5408,,train,10,304.4297216533952,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005409,3,train,poisson,5409,,,,3:0:0:5409,,train,10,110.8960382995102,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005410,3,train,poisson,5410,,,,3:0:0:5410,,train,10,354.78141128183023,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005411,3,train,poisson,5411,,,,3:0:0:5411,,train,10,659.3991205172109,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005412,3,train,poisson,5412,,,,3:0:0:5412,,train,10,302.3451596508897,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005413,3,train,poisson,5413,,,,3:0:0:5413,,train,10,109.02316154980254,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005414,3,train,poisson,5414,,,,3:0:0:5414,,train,10,700.7343830685198,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005415,3,train,poisson,5415,,,,3:0:0:5415,,train,10,308.85190429031775,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005416,3,train,poisson,5416,,,,3:0:0:5416,,train,10,355.8765051673286,,,,,,,,,,,,,,,,,,,,0.0,,,1
dv3-train-poisson-005417,3,train,poisson,5417,,,,3:0:0:5417,,train,10,538.8850563384988,,,,,,,,,,,,,,,,,,,,0.0,,,1
